,Society,event_name,attendance_count,interested_count,no_reply_count,declined_count,maybe_count,total_invited_count,description,start_time,place,city,country,street,zip,latitude,longitude,Sold_Out,Limit
483,SUDSusyd,"Myths, Legends and Where to Find Them: The 2016 Performing Arts Ball",153,163,435,0,163,914,"Sydney University Performing Arts Societies Present:

MYTHS, LEGENDS AND WHERE TO FIND THEM
The 2016 Performing Arts Ball

Some stories fade and are forgotten. This is not that kind of story. Become a legend or cement your mythical legacy. A night of fantasy and fame, the Sydney University Performing Arts Societies bring you the Annual Performing Arts Ball.

Every year Sydney University Movement and Dance Society - MADSOC, The Sydney University Musical Theatre Ensemble - MUSE, Sydney University Dramatic Society (SUDS) and Sydney University Recreational Circus Arts Society (SURCAS) host the joint event of the year. This year we welcome Soulxpress and Sydney University Musical Society (SUMS) for the legendary joint event of the century.

Arrive at 7pm for performances from the societies.

Then at 8:15 we'll be serving food! With your ticket you get as much food as you want! As much as you can eat!

8:30 till 11 is your chance to dance the night away, with tunes and a dancefloor for you to cut loose on!

11pm onwards we'll be heading to the Off Broadway Hotel for the after party, where we'll spend the wee hours of the morning turning this night into history, a night to be remembered in years to come!

DRESS CODE: Theme appropriate ball attire. Anything from Barney Stinson to centaurs! The choice is yours!

WHEN: 7pm Friday the 27th of May

WHERE: The Refectory
Level 1 the Holme Building (Entrance from Science Road)
The University of Sydney
THEN
Off Broadway Hotel
Broadway Shopping Centre
230-231/1 Bay St
Ultimo NSW 2007

WHAT: 
7:00pm-8:30pm - Society performances
8:15-9:15 - food served
8:30-11:00pm - DJ
11:00pm onwards - After Party

TICKETS AVAILABLE:
$30 Society Members | $40 Access | $50 General
Tickets include 2 drink vouchers, food and a drink at the afterparty

WEBSITE: trybooking.com/LGAB
Check your society page or group for the society member discount code. Membership will be checked at the door.

Get in quick before tickets sell out, lest you miss out on your chance to go down in history",2016-05-27T19:00:00+1000,The Refectory: University Of Sydney,Sydney,Australia,"Holme Building, Science Road, Univerisity of Sydney NSW",2050.0,-33.885096947484,151.18677299425,0.0,0.0
484,SUDSusyd,SUDS Writers' Festival 2016,39,26,268,0,26,359,"SUDS Slot 6 will be the inaugural SUDS Writers’ Festival!

The Festival will see a two-week programme of readings, panels, workshops and good times played out in the Cellar. The SUDS Writers’ Festival aims to give a voice to student theatremakers (writers, dramaturgs, actors, directors, emerging professionals).

The Festival Programme is going to be HUGE - make sure you follow this facebook event so you can keep up to date with all the exciting goings on of the Festival and benefit from what it has to offer.

FESTIVAL PASSES: Because of the volume of the Festival programme, we have a special offer if you’d like to see multiple events! Presenting the Festival Pass - $20 for unlimited access to events across the two weeks! WHAT INCREDIBLE VALUE!
Passes are available for general SUDS members and non-members. Gold members of SUDS get free entry to all events! Individual payments-per-event at the door also accepted as usual!

Season Passes available at: https://trybooking.com/LQSV

WEEK 1:

Wednesday 25th May:
6.30pm: SUDS Writer's Festival Panel: Race and Representation in Australian Theatre and Beyond
To kick the Festival off, we’re co-hosting a panel with the Autonomous Collective Against Racism (ACAR)! We’ll be talking to professional theatremakers about the nature and ongoing challenges of fostering diversity in the professional theatre industry in Sydney, as well as right here at SUDS. A Q&A will be hosted post-panel. Participants TBA very soon!
8pm: SUDS Writers’ Festival: Creative Speed Dating and Launch Party After the brain-sparking nature of the panel, we’ll continue to party and celebrate the launch of the rest of the week’s festivities! Food, good company, and creative speed-dating (where SUDS theatremakers can meet and greet and hopefully find some production partners!) are all on the menu!

Thursday 26th May:
2pm: DRAMATURGY WORKSHOP: What the hell is a dramaturg? What do they do? How do you become one? Come along to this hands-on workshop to find out! Skills learnt, mates made, projects supported! Professional writers and academics will be joining us to teach us the ways of the pen! Participants TBA very soon!
6pm: SUDS Writers' Festival: Staged Readings: A Freshwater Gentleman, by Nadia Bracegirdle: One of the plays the Writers’ Festival Team has commissioned for dramaturgical development will have a staged reading tonight! Actors will read through the play, and after we’ll host a Q&A so you can talk with the writer and dramaturg about their work throughout the process! A separate event with details about the play and team will be popping up in your newsfeed soon!

Friday, 27th May:
2pm: SUDS WRITE-IN: You’ll literally* be locked in the Cellar for a few hours for some PEAK PRODUCTIVITY TIME. Bring along any piece you’ve been working on - comedy, movement, anything! - to profit from some solid working hours, as well as the support and writing exercises of your peers and facilitators. Lolly snakes provided.
*not literally though

Saturday, 28th May:
6pm: SUDS Writers' Festival: Staged Readings: Seedlings by Gabby Florek, and Manic Pixie Dream World [Screenplay]: Two of the plays the Writers’ Festival Team has commissioned for dramaturgical development will have a staged reading tonight! Actors will read through the play, and after we’ll host a Q&A so you can talk with the writer and dramaturg about their work throughout the process! Separate events with details about the play and team will be popping up in your newsfeed soon!

WEEK 2:

Tuesday, 31st May:
7pm: PANEL: WRITING FOR SUDS: Some of our well-loved student writers will be hosting a discussion about getting your student-written work put on by the society! Come along for familiar faces and question-time!

Wednesday, 1st June:
6pm: PLAY WITH YOUR FOOD: No SUDS slot is complete without a PWYF! Come along to Courtyard Café for your regular $5 pizza deal and some beverages, before attending…
7pm: THE BEST PANEL EVER: A Blank Space chock-a-block with professional Sydney theatremakers and creatives. The Best Panel Ever will see big-name professionals discussing what it’s like to work in the theatre in Sydney right now. Formal panel followed by Q&A. Participants TBA very soon!

Thursday, 2nd June:
2pm: SUDS Writers' Festival: Writing For Comedy Workshop: Sketches! Improv! Gags! Some of Sydney’s best up-and-coming and established comedians host a discussion and hands-on workshop about writing comedy for the stage and screen. Come along for arguably the funniest event of the Festival! Hosts TBA - get excited!
7pm: BLANK SPACE: Life After SUDS: A panel with more familiar faces who have gone through the SUDS Machine and have come out the other side successful and passionate as ever! Come along for a panel and Q&A about what to do after your undergrad degree slips out from underneath you, and how to turn your passion for theatre into a real-live money-thing (aka. A paid job!) as an emerging artist. Participants TBA.

Friday, 3rd June:
7pm: 24 HOUR PLAY PROJECT! What happens when a bunch of writers get together with the hopes of putting on a polished play for the very next day? If you’d like to participate, contributing ink, sweat and tears to this special thang, go here: https://www.facebook.com/events/1618428575147454/

Saturday, 4th June:
7pm: 24 HOUR PLAY: Come along to the Cellar to see the fastest damn play SUDS has ever produced! Guaranteed to be a fun night: after the play, join us at the Flodge to wrap up the Writers’ Festival in style!

Stay tuned for more details about the Festival programme! Any questions, email sudswritersfest@gmail.com

Looking forward to seeing you there!",2016-05-25T18:30:00+1000,The Cellar Theatre,Sydney,Australia,"THE HOLME BUILDING, SCIENCE ROAD THE UNIVERSITY OF SYDNEY NSW",2006.0,-33.885183917163,151.18674404163,0.0,1.0
485,SUDSusyd,SUDS Presents: Tender Napalm,52,46,281,0,46,425,"The Sydney University Dramatic Society Presents: Tender Napalm

Written by Phillip Ridley 

This play calls itself “the story of you and your first great love”

Tender Napalm is a 2 hander involving a man and a woman exploring their relationship and their battles of love, compassion and grief.  Riding through waves of storytelling, fantasy and past memories they create armies against each other while deflecting the distance and pain growing in between them.  It studies the violence of love and association with hate and the bond created through grief. 

Woman: Alice Birbara
Man: Harry Winsome

Directed by Emma Throssell
Produced By Zach Beavon-Collin
Dramaturg: Issy Phillips
Sound Design: Henry Hulme
Production and Management: Helena Parker

7pm: 11th - 14th, 18th - 21st

Tickets:
$10 Adults | $7 Concession | $5 ACCESS | $3 SUDS
https://trybooking.com/LIUT",2016-05-11T19:00:00+1000,The Cellar Theatre,Sydney,Australia,"THE HOLME BUILDING, SCIENCE ROAD THE UNIVERSITY OF SYDNEY NSW",2006.0,-33.885183917163,151.18674404163,0.0,0.0
486,SUDSusyd,SUDS Presents: A View Of Concrete,98,50,371,0,50,569,"The Sydney University Dramatic Society Presents: A View Of Concrete
Written by Gareth Ellis

In a sprawling metropolis, where all the trees have been replaced by telephone boxes, the parks have become multiplexes, the clouds have turned a toxic orange and the animals are committing suicide, Billy is becoming a fairy. Jacquie wonders what the corrupt CEOs of the major corporations have in store for her. And James suspects his neighbour is planning to commit an atrocity.

Billy: Elizabeth Milstead
Jacquie: Matilda Brodie
James: Tom Mendes
Neil: Henry Hulme

Directed by Tabitha Woo
Design: Victor Kalka
Stage Manager: Maddy Picard
Lighting Designer: Annita Stark
Sound Designer: Aaron Cornelius
Marketing Manager: Daniella Pilla
 
27th April - 30th April & 4th May - 7th May

Tickets: https://www.trybooking.com/LBSB
$10 Adults | $7 Concession | $5 ACCESS | $3 SUDS",2016-04-27T19:00:00+1000,The Cellar Theatre,Sydney,Australia,"THE HOLME BUILDING, SCIENCE ROAD THE UNIVERSITY OF SYDNEY NSW",2006.0,-33.885183917163,151.18674404163,0.0,0.0
487,SUDSusyd,SUDS Presents: Beat,144,76,462,0,76,758,"The Sydney University Dramatic Society Presents: Beat

Beat: (noun) the smallest unit of action in a scene; a shift in the action, thought, or emotion of the actor(s).

Beat: (noun) the basic unit of time in music, the pulse (regularly repeating event), of the mensural level.

Beat is a show served in two parts, these parts playing consecutively over two weeks.

Part 1 explores silence as an essential element of drama and a by-product of human communication - does silence speak louder than words? How do humans communicate and miscommunicate? Does silence carry across culture?

Part 1 features:
Anja Bless (dir.), Ang Collins (dir.), Bianca Farmakis (dir.), Elijah Fink (dir.), Gabe Gregory, Bronwyn Hicks, Jack Kennare, Angela Lin (dir.), Maggie Liuzzi, Laura McInnes, Meg McLellan (dir.), Lauren McNaught, Elizabeth Milstead, Riley Nolan (dir.), Helena Parker, Max Peacock, Jean Pham, Issy Phillips (dir.), Jimmy Pucci (dir.), Tushar Prasad, Perri Roach (dir.), Michael Sun, Emma Webb, Anna Williamson, Jess Zlotnick (dir.), Noa Zulman

Part 2 is a cacophony of noise: boisterous, rude, fantastic. Noise and sound are inherent to everyday life - it exhausts and invigorates. 

Part 2 features:
Tamara Bailey, Robert Boddington (dir.), Georgia Britt (dir.), Ally Canas, Clare Cavanagh (dir.), Julia Dabrowski, Keshini De Mel, Gabby Florek (dir.), Hal Fowkes, Charlotte Friels, Madeleine Gandhi, Sarah Graham (dir.), Jane Hughes (dir.), Tracy Leung, Harriet Lugsdin (act/dir.), Alex McHugh, Elizabeth Milstead (dir.), Ryan Naylor, Julia Robertson (dir.), Ellie Rogers (dir.), Caitlyn Sinclair, Michael Sun (dir.), Adam Waldman (dir.), Shae Watkins

Featuring original and adapted works from:
Jess Zlotnick, Riley Nolan, Jimmy Pucci, Gabby Florek, Tansy Gardam, Ang Collins, Riordan Berry, Robert Boddington

Co-directed and co-produced by Ang Collins and Sarah Graham
Stage Manager: Jestika Chand
Lighting Design by Viran Weersekera and Tom Hicks
Sound Design by Ethan Austin
Technical Operation by Elizabeth Milstead, Christopher Wale, Michael Grusovin, Alex Smiles

Beat is SUDS’ annual compilation show that offers you the freshest new talent from the society in binary shows featuring short student works, acted, directed and produced by students of the society. 

Part 1: Wednesday 13th April - Saturday 16th April
Part 2: Wednesday 20th April - Saturday 23rd April

Tickets: https://trybooking.com/LAIM
$10 Adults | $7 Concession | $5 ACCESS | $3 SUDS

See one, see both, see one of the biggest shows of the year.",2016-04-13T19:30:00+1000,The Cellar Theatre,Sydney,Australia,"THE HOLME BUILDING, SCIENCE ROAD THE UNIVERSITY OF SYDNEY NSW",2006.0,-33.885183917163,151.18674404163,0.0,0.0
488,SUDSusyd,SUDS Presents: JE NE SAIS QUOI,224,157,1191,0,157,1729,"SUDS Presents: JE NE SAIS QUOI

What is language but a construct? What is communication but a facilitator of relationships?

JE NE SAIS QUOI is an original bilingual play by Alana Cherry and Victoria Zerbst that traverses planes of time and space to crystallise answers to these questions. Art and philosophy intersect, lovers collide, words are exchanged, misshapen, and lost in this intellectual romp across language and culture. 

At its crux, it is a glimpse into the heart of human connections through the lives of six – a French couple, an Australian couple, and a pair of writers. But throw in a sarcastic waiter, a live band, a cabaret number, and a mime, and suddenly every character questions the nature of conversation and human interaction. Can their connections transcend our constructed barriers of communication? Qu’est-ce que c’est, l’amour?

Over the course of a single day, six characters’ lives are meshed and moulded, as they flirt with notions of romance, music, and Capital A Art. 

With: Ondine Manfrin, Jeromaia Giuseppe Detto, Siobhan Ryan, Julian Hollis, Lauren Gale, Jane Hughes, Sean Maroney, Ezra Miller, Kimberley Carlaw, and Jacinta Gregory

Tuesday 15th - Friday 18th March @ 7.30pm
Saturday 19th March @ 6pm
Tuesday 22nd - Thursday 24th @ 7.30pm

Tickets: http://www.trybooking.com/KKIF
 $10 Adults | $7 Concession | $5 ACCESS | $3 SUDS

Director: Alana Cherry
Assistant Director: Michael Sun
Dramaturge: Victoria Zerbst
Producer: William Edwards
Designer: Zita Walker
Language Director: Alexander Blackwell
Set Designer: Nick Woolley
Music Director: Mitchell Sloan",2016-03-22T19:30:00+1100,The Cellar Theatre,Sydney,Australia,"THE HOLME BUILDING, SCIENCE ROAD THE UNIVERSITY OF SYDNEY NSW",2006.0,-33.885183917163,151.18674404163,0.0,0.0
489,SUDSusyd,SUDS Presents: Lady,153,109,918,0,109,1289,"The Sydney University Dramatic Society Presents: Lady

In a quiet country town, long ago, there lived a girl who wasn’t happy. Lady is stuck, labelled, bored. Washing clothes and leering men, marriage, children, routine – a life her mother accepts, her friend awaits. A life she must escape. 

Bathed in blood our heroine drowns, drifts and surfaces, desperate to emerge, rise from the depths of her nothing life and stand on her own feet. She won’t take less than greatness. With magic and lies she’ll get what she wants. If the sacrifices she makes on the way throw nature out of joint Lady only cares that it’s known the chaos was her doing. 

Witness the rise of a great woman who did much more than stand behind a great man. 

Lady is an original play, workshopped by cast, writer and director to be presented on stage for the first time as the opening show of SUDS' 2016 season.

Wednesday 2nd March - Saturday 5th
Wednesday 9th March – Saturday 12th
7pm
The Cellar Theatre

Tickets
$10 Adults | $7 Students | $5 Access Members | $3 SUDS

Content Warning:
- Self harm
- Sexual Harrassment
- Gore

With:
Harriet Cronley
Bianca Farmakis
Isobel Graham
Xavier Holt
Caillin McKay
Perri Roach
April Saleeba

Director: Shevvi Barrett-Brown
Writer: Jess Zlotnick
Producer: Clare Cavanagh
Assistant Director: Julia Robertson
Designer: Maddie Ward
Lighting Designer: Annita Stark

With thanks to Bridget Haberecht, Julia Frolov & Christopher Wale",2016-03-09T19:00:00+1100,The Cellar Theatre,Sydney,Australia,"THE HOLME BUILDING, SCIENCE ROAD THE UNIVERSITY OF SYDNEY NSW",2006.0,-33.885183917163,151.18674404163,0.0,0.0
490,SUDSusyd,"SUDS, MUSE, MADSOC & SURCAS Present: Performing Arts Trivia Night",73,97,408,0,97,675,"Co-presented by MADSOC, MUSE, SUDS and SURCAS, this annual Trivia Night is a fantastic opportunity to meet fellow performance enthusiasts, drawn from all corners of campus. 

It’s FREE! There’ll also be some pizza and drinks floating around, AND you get the chance to score some awesome goodies for your team if you win! 

There will be a series of rounds to test one’s theatre, musical, circus and dance knowledge, as well bonus table games and general knowledge quizzes. 

Grab a group of friends and come on down at 6:00PM for a 6:30PM start! We can even assign you a team so you can make ALL the friends. 

That’s right, FREE TRIVIA, FREE FOOD, and FREE FRIENDS. 

Don’t miss out on what which surely be a spectacular evening!

*Provided by the USU*",2016-02-25T18:00:00+1100,Forest Lodge Hotel,Glebe,Australia,117 Arundel Street,2037.0,-33.8839302,151.1845856,0.0,0.0
491,SUDSusyd,SUDS Presents: O Week 2016,67,117,211,0,117,512,"Welcome to SUDS 2016!

SUDS is a place for everyone who loves theatre. Whether you want to be on stage, working behind the scenes or even just sitting in the audience, SUDS has something for you!

How do I join SUDS?

Bring your access card and $5 to one of our executive members (the grinning idiots with the SUDS shirts and their faces on our Facebook page) who can be found either at our stall or at any of our events, and they’ll be able to sign you up. It’s that simple!

What now? Come along to one of our many events:

EVERYDAY

Join your friendly Social Secretaries, Clare and Harry, for a $1 lunch on the Cellar Lawns from 12pm-2pm each day of O-Week. Never been to the Cellar before? Meet at the SUDS’ stall at 11:50am and we’ll walk over together. 

Wed-Fri, 12pm-2pm, Cellar Lawns

WEDNESDAY

Get ready for a hands-on introduction to SUDS! We’ll be starting at 2pm with Actors Group, a drama workshop run by Vice President, Maddie. 
Want to learn about the Cellar Theatre? Have any burning questions about the technological aspects of a show? After Actors Group, join our Cellar Officers, Chris and Alex, at 3.30 pm for a tour and Q&A of our performance space. 
Stick around after the workshop and tour and come with us to Courtyard Café for our O Week edition of Play With Your Food. For just $5 you get a drink, some pizza and excellent chats. We’ll then all head back down to the Cellar to see the final show of the Summer Season, SUDS Presents: Trust. 

Actors’ Group: 2pm-3:30pm, Cellar Theatre
Cellar Tours and Q&A: 3:30pm-4:30pm, Cellar Theatre
SUDS O Week Presents: Play With Your Food - Trust: 4:30pm-6pm, Courtyard Cafe
Trust: 6pm, Cellar Theatre

THURSDAY

Lady Open Rehearsal
Keen to see some theatre making in action? Our first show of the year, SUDS Presents: Lady, opens in Week 1, but you can catch a sneak peak and a behind the scenes look at 11am, in the Cellar Theatre. Join director Shevvi Barrett-Brown and their cast in an open rehearsal and see them create theatre magic right before your eyes! 
11am-12pm, Cellar Theatre

SUDS, MUSE, MADSOC & SURCAS Present: Performing Arts Trivia Night
6pm-late, Forest Lodge Hotel, Arundel St, Forest Lodge.

FRIDAY

SUDS O Week Presents: Rough Cut Night
5:30pm, Studio B

SUDS O Week Presents: End of O Week Party
Approx 9pm-late, Mr Falcons, 92 Glebe Point Rd, Glebe.",2016-02-24T11:50:00+1100,The Cellar Theatre,Sydney,Australia,"THE HOLME BUILDING, SCIENCE ROAD THE UNIVERSITY OF SYDNEY NSW",2006.0,-33.885183917163,151.18674404163,0.0,0.0
492,SUDSusyd,SUDS PRESENTS: Summer Season 2015/16,48,12,161,0,12,233,"The uni semester may be over but you can’t stop SUDS from making theatre! For our summer season this year we will be presenting seventeen unique and exciting shows over the space of three months. Yes, you read that right, eighteen shows, eleven weeks, one small, basement theatre!

Normal SUDS prices apply for each show ($3-$10) but we will also be offering SUDS members a SEASON PASS for $25 that will grant you access to all of the shows on any night of your choosing. It’s the perfect way to see our double billed nights without any hassle!

Check it out here: http://bit.ly/SUDSSummerPass

ALSO — During January and February we invite you to join our 2016 Social Secretaries, Clare and Harry, every Wednesday in the Forest Lodge Hotel to enjoy a meal before walking over to the Cellar to see what's on offer for that week. 

Check that out here: http://bit.ly/SUDSSummerSnack

Links to each individual show event will be updated as they are created.

——

SUDS Presents: Sex Brain
19th-21st December

SUDS Presents: Extra Virgin
19th-21st December

SUDS Presents: Summoning Satan, A Ritual
4th January

SUDS Presents: Silver Tongue
6th-9th January

SUDS Presents: The Closed Doors
6th-9th January

SUDS Presents: Nothing
13th-16th January

SUDS Presents: To Be Or Not To Be, You Decide
13th-16th January

SUDS Presents: Alphabetical Order
20th-23rd January

SUDS Presents: CatGun
27th-30th January

SUDS Presents: J'Accuse
27th-30th January

LITTLE EGGS & SUDS Present: lihaa ja verta. (or flesh and blood.)
3rd-6th February

SUDS Presents: Twelfth Night
2nd-5th February

SUDS Presents: Weathervane
9th-12th February

SUDS Presents: Peer Gynt
10th-12th February

SUDS Presents: Grounded
16th-19th February

SUDS Presents: Trust
23rd-26th February",2016-02-17T19:00:00+1100,The Cellar Theatre,Sydney,Australia,"THE HOLME BUILDING, SCIENCE ROAD THE UNIVERSITY OF SYDNEY NSW",2006.0,-33.885183917163,151.18674404163,0.0,0.0
493,SUDSusyd,SUDS PRESENTS: All My Sons,264,53,868,0,53,1238,"“We used to shoot a man who acted like a dog, but honour was real there, you were protecting something. But here? This is the land of the great big dogs, you don't love a man here, you eat him. That's the principle; the only one we live by”

A year after the end of WWII, a family questions how long to continue waiting for their son to come home. When Larry’s fiancé returns to Ohio to marry his older brother, it sparks a series of events causing a community to question what matters to them most.

When: 21 – 24 & 28 – 31 October, 7pm
Where: Cellar Theatre, underneath the Holme Building 
$3 SUDS/$5 ACCESS/$7 Students/$10 General Admission
Doors open 6.45pm for a 7pm start

TICKETS: http://www.trybooking.com/163068

Director: Adam Waldman
Producer: Alex Smiles
Set Designer: Kealey Bacic
Costume Designer: Bronwyn Hicks
Sound and Light Designer: Isabella Pappalettera
Stage Manager: Christopher Starnowski
Voice Coaching: Alex Smiles and Finn Davis

With:
Bennett Sheldon
Imogen King
Lauren Gale
Luke Smith
Max Baume
Max Melzer
Oliver Gough
Riley Nolan
Tess Green

TRIGGER WARNING: This show deals with suicide. If you have any further questions please contact Adam Waldman at allmysons.slot12@gmail.com",2015-10-21T19:00:00+1100,The Cellar Theatre,Sydney,Australia,"THE HOLME BUILDING, SCIENCE ROAD THE UNIVERSITY OF SYDNEY NSW",2006.0,-33.885183917163,151.18674404163,0.0,0.0
494,SUDSusyd,SUDS and Honi Soit Present: Blank Space - Criticism and the Arts,76,12,300,0,12,400,"What is the role of the critic in the arts, or society at large? How do we manage the relationship between critics and artists, and what should our discourse around the arts be striving to achieve? 

Join Nancy Groves (The Guardian), Ashleigh Wilson (The Australian) and Suzy Wrong (Auditorium Magazine, Suzy Goes See) in this special edition of Blank Space, co-hosted by the Sydney University Dramatic Society and Honi Soit.

This is a FREE EVENT.",2015-10-14T14:00:00+1100,The Cellar Theatre,Sydney,Australia,"THE HOLME BUILDING, SCIENCE ROAD THE UNIVERSITY OF SYDNEY NSW",2006.0,-33.885183917163,151.18674404163,0.0,0.0
495,SUDSusyd,SUDS PRESENTS: The Verge Festival Season,61,10,240,0,10,321,"5 shows. 2 weeks. That's a lot of fantasy. Get ready for the creative theatrical explosion that is SUDS @ Verge. 

We will be playing Verge bingo so if you make to every show you will win a FREE upgrade to GOLD SUDS MEMBERSHIP next year. Get ready. 

THE PROGRAM: 

Hafthor and Cilandion, Destroyers of Worlds: Adventurers for Hire, Incorporated: THE REUNION SPECIAL (p.s. we weren't married, okay??)

WHEN: 7 October, 6:30pm; 8 October, 8pm
WHERE: Cellar Theatre

VERGE PRESENTS: Postcards From Provence

WHEN: 8‐9 October, 7:30pm
WHERE: Reading Room, Holme Building

Manic Pixie Dream World

WHEN: 10‐12 October, 7:30pm
WHERE: Cellar Theatre

Pride and Privilege

WHEN: 13 October, 7pm
WHERE: Cellar Theatre

Pride & Privilege is a variety show about privilege. Comedy? Tick. Music? Why not. Dramatic poetry reading? Totally, let's do it. This show was formed in response to a growing lack of minority and underprivileged voices in theatre. We are a group of wom*n and LGTBQ who want to entertain you. The only rule of the show is that there are no rules, expect anything.

White Boy Masturbation Cathedral

WHEN: 13‐14 October, 6pm
WHERE: Reading Room, Holme Building

VERGE PRESENTS: Red Cross

WHEN: 15 October, 8pm; 16 October 6:30pm & 8pm
WHERE: Cellar Theatre

All shows are: $3 (SUDS members), $5 (ACCESS), $7 (general student), $10 (non‐student)

UPDATES COMING SOON!",2015-10-07T18:00:00+1100,The Cellar Theatre,Sydney,Australia,"THE HOLME BUILDING, SCIENCE ROAD THE UNIVERSITY OF SYDNEY NSW",2006.0,-33.885183917163,151.18674404163,0.0,0.0
496,SUDSusyd,SUDS PRESENTS: Manic Pixie Dream World,152,18,250,0,18,438,"Boy meets Girl. Boy likes Girl. Girl likes facts, and solitude, and possibly Boy too. Girl doesn’t really want to put a label on anything, but figures this might be the chance to finally have something worth putting a label on. 

But there’s something wrong with this romantic comedy, and it isn't just the hacky writing and the two dimensional female lead and the fact that these tropes are force-fed and familiar.  

Between ex-girlfriends and loud sisters and sharks with machine guns, Joe and Sierra manage to find something they can call their own romance. After all, Sierra really is Joe’s dream girl. It’s almost as if she was made for him. 

Manic Pixie Dream World is a new play exploring the stereotypes and tropes of the romantic comedy and the Manic Pixie Dream Girl.  

Where: The Cellar Theatre, beneath Holme Building 
When: 7:30pm, 16th-19th September 
Price: $3/$5/$7/$10 
Tickets available from http://www.trybooking.com/IZGR

With: 
Sean Maroney
Meg McLellan 
Keshini de Mel 
Jess Zlotnick 
Siobhan Barrett-Brown
  
Writer and Director: Tansy Gardam 
Producer: Vanessa Macpherson 
Assistant Director: Kendra Murphy 
Lighting Designer: Chrysanti Chandra 
Photographer and Stage Manager: Christopher Starnawski",2015-09-16T19:30:00+1000,The Cellar Theatre,Sydney,Australia,"THE HOLME BUILDING, SCIENCE ROAD THE UNIVERSITY OF SYDNEY NSW",2006.0,-33.885183917163,151.18674404163,0.0,0.0
497,SUDSusyd,SUDS PRESENTS: Werewolves,204,23,352,0,23,602,"Welcome to Drottingham. A town unburdened by famine, sickness or lack of industry. Drottingham exists stagnant, as it has for centuries - that is, until Prof. Northumberland is pronounced dead. He leaves behind a valuable piece of land, but no lawful heir to make claim to it. According to the traditions of the town, ownership of the land is to be determined by seven noble townsfolk, who run and administer its essential industries.

But Drottingham has a secret. It is home to a pair of werewolves, hidden under the guise of two of these townsfolk. These two werewolves will be present in the town meeting, trying to disguise themselves as villagers, and they will not rest until the town is theirs.

But who can stop them?

Through a series of rounds, characters will be eliminated from the show, voted off by the audience. Working for the good of the town, YOU will try to spot the two individuals who you believe to be the werewolves, taking note of sly looks, shifty accusations and general wolf-like behaviour. Neither the audience, nor the actors will know who the two werewolves are. Each night the characters will draw a card out of a hat and play that role for the rest of the show.

‘Werewolves’ is an interactive, improvised, “choose-your-own-adventure,” murder mystery. Can you spot the werewolves before it’s too late?

Director: Elliott Miller
Assistant Director: Robert Boddington
Producer: Joel Hillman

With:
Jenna Owen
Maddie HW
David Quaglia
Mia Parkes-Talbot
Sean Maroney
Belinda Anderson-Hunt
Alexander Richmond
Ondine Manfrin

Book tickets now!",2015-09-02T19:30:00+1000,"The Cellar Theatre, Underneath the Holme Building, Science Rd, The University of Sydney, Sydney, Australia 2006",,,,,,,0.0,0.0
498,SUDSusyd,SUDS Blank Space: Paula Arundell,57,9,139,0,9,214,"Join us for our next Blank Space with Paula Arundell! 

Paula is a prominent actor in Australian theatre, currently appearing in Griffin Theatre Company's The Bleeding Tree and having just wrapped a season of Mother Courage and Her Children at Belvoir St Theatre. You may have also seen her last year in Sydney Theatre Company's Macbeth or this year's Suddenly Last Summer. Plus a TONNE of other productions. She's pretty great. 

We'll be chatting about her career and experience as an actress as well as some of the broader issues around diversity in Australian theatre. See you there! 

FREE EVENT",2015-09-01T13:00:00+1000,"The Cellar Theatre, Underneath the Holme Building, Science Rd, The University of Sydney, Sydney, Australia 2006",,,,,,,0.0,0.0
499,SUDSusyd,SUDS Blank Space Panel: Exploring Trauma on Stage,48,14,185,0,14,261,"What issues do we face as audience members and theatremakers when we seek to represent and explore trauma on stage? What do we look to achieve by doing so? And to what extent should we sign post these works?

Join us on Tuesday 18th of August at 2pm for a special edition for Blank Space exploring the nature using theatre to explore and address trauma. 

With panelists:
Catherine Driscoll (University of Sydney Dept of Gender and Cultural Studies, working with media classification)

Ros Horin (former Artistic Director of Griffin Theatre Company, writer and director of The Baulkham Hills African Ladies Troupe)

Magdalena Zolkos (Senior Research Fellow, Institute for Social Justice, Australian Catholic University, working with trauma in literature)

FREE EVENT",2015-08-18T14:00:00+1000,"The Cellar Theatre, Underneath the Holme Building, Science Rd, The University of Sydney, Sydney, Australia 2006",,,,,,,0.0,0.0
500,SUDSusyd,"SHADES, SUDS, QUAC and QUEER REVUE Present: Sisters Grimm (Blank Space)",58,10,152,0,10,230,"Sisters Grimm (or Ash Flanders and Declan Green) are ""loud, opinionated homosexuals"" who make theatre that is ""cheap, accessible and extremely faggy"". Later this month they'll be taking the Downstairs stage at Belvoir St Theatre for La Traviata - part opera, part protest part drag show. 

Sisters Grimm have been behind some of Australia's best work in recent years, from last year's Calpurnia Descending, Little Mercy, The Sovereign Wife and Summertime in the Garden of Eden. 

Join us for a special edition of Blank Space, co-hosted by Sydney University Shades, SUDS, QuAC and Sydney University Queer Revue to explore the nature of queer identity on stage. It's free! 

More info about Sisters Grimm: www.sistersgrimm.com.au",2015-08-11T19:00:00+1000,"The Cellar Theatre, Underneath the Holme Building, Science Rd, The University of Sydney, Sydney, Australia 2006",,,,,,,0.0,0.0
